Title: Lithium-Rich Giants in Globular Clusters
Authors: Kirby E.N., Guhathakurta P., Zhang A.J., Hong J., Guo M., Guo R.,
         Cohen J.G.
Table: Stellar Properties and Lithium Abundances
================================================================================
Byte-by-byte Description of file: table_catalog.dat
--------------------------------------------------------------------------------
   Bytes Format Units     Label   Explanations
--------------------------------------------------------------------------------
   1-  8 A8     ---       GC      Globular cluster
  10- 24 A15    ---       Name    Star name
  26- 27 I2     h         RAh     Hour of Right Ascension (J2000)
  29- 30 I2     min       RAm     Minute of Right Ascension (J2000)
  32- 36 F5.2   s         RAs     Second of Right Ascension (J2000)
      38 A1     ---       DE-     Sign of the Declination (J2000)
  39- 40 I2     deg       DEd     Degree of Declination (J2000)
  42- 43 I2     arcmin    DEm     Arcminute of Declination (J2000)
  45- 48 F4.1   arcsec    DEs     Arcsecond of Declination (J2000)
  50- 52 A3     ---       Branch  RGB or AGB star
  54- 58 F5.2   mag       V       Extinction-corrected apparent V magnitude
  60- 63 F4.2   mag       B-V     ? Reddening-corrected B-V color
  65- 68 F4.2   mag       V-I     ? Reddening-corrected V-I color
  70- 74 F5.2   mag       M_V     Extinction-corrected absolute V magnitude
  76- 79 I4     K         Teff    Effective temperature
  81- 84 F4.2   cm/s^2    logg    Surface gravity
  86- 90 F5.2   [Sun]     [Fe/H]  Iron abundance relative to the Sun
  92- 95 F4.2   [Sun]   e_[Fe/H]  Uncertainty in [Fe/H]
      97 A1     ---       LiUL    ? Upper limit flag for A(Li)
  98-102 F5.2   ---       A(Li)   Lithium abundance
 104-107 F4.2   ---     e_A(Li)   ? Uncertainty in A(Li)
--------------------------------------------------------------------------------
M15      59980           21 30 14.32 +12 09 12.1 RGB 16.09 0.67 0.83  0.97 5185 2.56 -2.46 0.11 < 1.38     
M15      60260           21 30 14.74 +12 12 11.4 RGB 15.26 0.73 0.88  0.14 4992 2.18 -2.45 0.11   1.19 0.12
M15      60377           21 30 14.97 +12 10 21.1 RGB 13.90 0.88 1.03 -1.22 4684 1.47 -2.62 0.11 < 0.29     
M15      60553           21 30 15.26 +12 11 34.9 RGB 14.99 0.75 0.93 -0.13 5010 2.02 -2.41 0.11 < 0.92     
M15      60646           21 30 15.39 +12 08 57.2 AGB 15.52 0.39 0.53  0.40 6128 2.61 -2.53 0.12 < 1.41     
M15      60808           21 30 15.67 +12 08 23.3 RGB 13.82 0.91 1.02 -1.30 4723 1.46 -2.37 0.11 < 0.48     
M15      60975           21 30 15.98 +12 10 44.6 RGB 16.49 0.64 0.83  1.37 5212 2.73 -2.56 0.11 < 1.51     
M15      61068           21 30 16.10 +12 08 14.6 RGB 17.62 0.49 0.70  2.49 5464 3.35 -2.40 0.12 < 1.84     
M15      61093           21 30 16.14 +12 07 08.4 RGB 18.16 0.47 0.75  3.04 5634 3.52 -2.41 0.15 < 2.36     
M15      61191           21 30 16.32 +12 08 05.9 RGB 16.89 0.59 0.75  1.77 5471 2.98 -2.42 0.12 < 1.40     
M15      61402           21 30 16.70 +12 09 09.1 RGB 16.15 0.64 0.83  1.03 5298 2.59 -2.43 0.11 < 1.03     
M15      61504           21 30 16.89 +12 08 55.4 RGB 16.69 0.64 0.80  1.57 5379 2.85 -2.05 0.11   1.62 0.16
M15      61776           21 30 17.39 +12 08 17.1 RGB 17.53 0.60 0.77  2.41 5524 3.23 -2.43 0.13 < 2.18     
M15      62046           21 30 17.91 +12 09 39.0 RGB 17.91 0.54 0.71  2.79 5658 3.46 -2.40 0.14 < 2.06     
M15      62182           21 30 18.14 +12 09 15.5 RGB 15.36 0.70 0.87  0.24 5087 2.23 -2.54 0.11   1.11 0.15
M15      62219           21 30 18.20 +12 07 24.8 RGB 17.85 0.51 0.71  2.73 5711 3.43 -2.45 0.16 < 2.36     
M15      62991           21 30 19.77 +12 13 09.5 RGB 16.90 0.61 0.80  1.78 5387 2.94 -2.35 0.11 < 1.80     
M15      63287           21 30 20.40 +12 11 33.6 RGB 16.26 0.61 0.86  1.13 5115 2.61 -2.53 0.11 < 1.36     
M15      63373           21 30 20.60 +12 11 39.9 RGB 17.75 0.55 0.74  2.62 5513 3.36 -2.63 0.16 < 1.92     
M15      63797           21 30 21.59 +12 08 07.2 RGB 16.98 0.56 0.74  1.86 5412 3.02 -2.41 0.12 < 1.52     
M15      64171           21 30 22.55 +12 14 22.7 RGB 15.25 0.73 0.92  0.13 4981 2.15 -2.51 0.11 < 1.17     
M15      64919           21 30 24.45 +12 11 25.4 RGB 17.54 0.58 0.78  2.42 5359 3.23 -2.78 0.15 < 1.40     
M15      65198           21 30 25.13 +12 09 15.2 RGB 16.47 0.59 0.78  1.35 5353 2.77 -2.41 0.11 < 1.53     
M15      65571           21 30 26.13 +12 09 32.5 RGB 16.33 0.62 0.80  1.21 5256 2.69 -2.41 0.11   1.52 0.15
M15      65694           21 30 26.53 +12 11 38.1 RGB 17.31 0.58 0.72  2.19 5448 3.18 -2.43 0.12 < 1.77     
M15      66609           21 30 29.48 +12 12 46.6 RGB 17.15 0.59 0.82  2.03 5495 3.02 -2.28 0.12 < 1.95     
M15      67244           21 30 31.79 +12 08 55.1 AGB 14.56 0.78 0.88 -0.56 4905 1.91 -2.39 0.11 < 0.87     
M15      67256           21 30 31.82 +12 07 57.9 RGB 18.05 0.54 0.68  2.93 5847 3.56 -2.49 0.21 < 1.79     
M15      67424           21 30 32.51 +12 07 54.0 RGB 15.68 0.67 0.77  0.55 5227 2.45 -2.44 0.11 < 1.61     
M15      68034           21 30 35.08 +12 09 16.4 RGB 17.81 0.50 0.71  2.69 5763 3.41 -2.40 0.16 < 2.47     
M2       Stet-M2-S629    21 32 46.59 -00 50 58.0 RGB 18.39 0.60 0.77  3.05 5504 3.50 -1.49 0.11 < 2.13     
M2       Stet-M2-S662    21 32 55.36 -00 49 08.4 RGB 17.56 0.61 0.80  2.22 5279 3.11 -1.67 0.11 < 1.52     
M2       Stet-M2-S687    21 33 00.38 -00 51 13.8 RGB 18.08 0.60 0.79  2.74 5425 3.34 -1.52 0.11 < 1.62     
M2       Stet-M2-S702    21 33 02.19 -00 50 11.4 RGB 17.98 0.62 0.79  2.64 5388 3.30 -1.51 0.11 < 1.83     
M2       Stet-M2-S412    21 33 05.96 -00 49 42.5 RGB 16.02 0.71 0.89  0.68 5023 2.38 -1.65 0.11 < 1.50     
M2       Stet-M2-S733    21 33 06.64 -00 50 21.7 RGB 17.54 0.61 0.81  2.20 5328 3.10 -1.70 0.11 < 1.54     
M2       An08-A6700      21 33 06.69 -00 49 28.7 RGB 18.26 0.61 0.77  2.92 5513 3.44 -1.65 0.12 < 2.20     
M2       An08-A7162      21 33 06.75 -00 49 23.7 RGB 17.60 0.62 0.80  2.26 5340 3.12 -1.71 0.11 < 1.31     
M2       An08-A2953      21 33 07.40 -00 50 11.3 RGB 18.25 0.58 0.75  2.91 5633 3.46 -1.57 0.12 < 2.34     
M2       An08-A5998      21 33 07.69 -00 49 36.6 RGB 18.25 0.60 0.78  2.92 5419 3.43 -1.71 0.11 < 2.10     
M2       Stet-M2-S417    21 33 09.03 -00 49 16.2 RGB 15.37 0.81 0.96  0.03 4833 2.05 -1.62 0.11 < 0.65     
M2       An08-A10389     21 33 09.39 -00 48 47.3 RGB 17.78 0.64 0.78  2.45 5405 3.23 -1.51 0.11 < 1.76     
M2       An08-A4412      21 33 09.46 -00 49 54.5 AGB 15.58 0.54 0.72  0.24 5585 2.37 -1.88 0.11 < 1.38     
M2       Stet-M2-S419    21 33 09.53 -00 48 44.6 RGB 16.40 0.67 0.85  1.07 5154 2.57 -1.61 0.11 < 1.54     
M2       Stet-M2-S420    21 33 10.18 -00 48 41.6 AGB 14.34 0.74 0.92 -1.00 5042 1.68 -1.76 0.11 < 0.73     
M2       Stet-M2-S421    21 33 10.35 -00 49 53.6 RGB 17.15 0.64 0.81  1.81 5291 2.92 -1.53 0.11 < 1.31     
M2       An08-A5473      21 33 10.36 -00 49 42.3 RGB 18.46 0.58 0.72  3.12 5685 3.58 -1.61 0.12 < 2.43     
M2       An08-A9889      21 33 10.93 -00 48 53.0 RGB 17.97 0.61 0.80  2.63 5457 3.29 -1.59 0.11 < 1.99     
M2       An08-A6950      21 33 10.96 -00 49 26.0 RGB 17.68 0.63 0.80  2.34 5337 3.16 -1.57 0.11 < 1.43     
M2       An08-A15511     21 33 11.29 -00 47 45.5 RGB 15.95 0.66 0.87  0.62 5050 2.37 -1.64 0.11 < 1.47     
M2       Stet-M2-S423    21 33 11.30 -00 50 35.0 RGB 15.03 0.83 1.00 -0.31 4757 1.87 -1.64 0.11 < 0.41     
M2       An08-A15236     21 33 11.34 -00 47 49.0 RGB 15.53 0.75 0.94  0.19 4891 2.14 -1.45 0.11 < 1.14     
M2       An08-A23881     21 33 11.46 -00 00 21.1 RGB 16.21 0.70 0.88  0.87 5088 2.47 -1.55 0.11 < 1.18     
M2       Stet-M2-S763    21 33 11.47 -00 00 50.2 RGB 17.20 0.67 0.83  1.86 5259 2.93 -1.44 0.11 < 1.44     
M2       An08-A14659     21 33 11.67 -00 47 56.6 RGB 17.63 0.62 0.79  2.29 5376 3.15 -1.77 0.11 < 1.89     
M2       Stet-M2-S425    21 33 11.73 -00 48 29.5 RGB 15.83 0.73 0.91  0.49 5004 2.29 -1.76 0.11 < 1.16     
M2       Stet-M2-S426    21 33 11.78 -00 00 16.7 RGB 16.45 0.68 0.87  1.11 5168 2.58 -1.38 0.11 < 1.62     
M2       Stet-M2-S765    21 33 11.84 -00 00 34.7 RGB 15.57 0.77 0.93  0.23 4932 2.16 -1.51 0.11 < 0.69     
M2       An08-A6675      21 33 11.92 -00 49 29.0 RGB 18.08 0.62 0.74  2.74 5601 3.40 -1.53 0.12 < 2.08     
M2       An08-A8602      21 33 11.92 -00 49 07.9 RGB 18.16 0.59 0.75  2.82 5515 3.42 -1.54 0.11 < 1.98     
M2       An08-A10602     21 33 12.05 -00 48 44.9 RGB 17.88 0.59 0.75  2.54 5646 3.30 -1.33 0.11 < 2.23     
M2       An08-A16175     21 33 12.06 -00 47 36.5 RGB 18.06 0.60 0.75  2.72 5515 3.37 -1.50 0.12 < 2.52     
M2       An08-A21449     21 33 12.07 -00 00 51.0 RGB 18.02 0.59 0.73  2.69 5549 3.38 -1.46 0.11 < 1.51     
M2       An08-B7768      21 33 12.41 -00 51 14.4 RGB 17.80 0.66 0.78  2.46 5382 3.23 -1.40 0.11 < 2.05     
M2       Stet-M2-S1448   21 33 12.84 -00 00 42.8 RGB 17.90 0.58 0.79  2.56 5494 3.27 -1.49 0.11 < 2.09     
M2       Stet-M2-S430    21 33 12.94 -00 00 16.5 RGB 14.45 0.92 1.05 -0.89 4679 1.57 -1.54 0.11 <-0.11     
M2       Stet-M2-S431    21 33 12.96 -00 00 32.5 RGB 15.70 0.76 0.92  0.36 4946 2.22 -1.64 0.11 < 1.23     
M2       An08-A5972      21 33 13.04 -00 49 36.9 RGB 17.95 0.62 0.77  2.61 5405 3.31 -1.43 0.11 < 2.00     
M2       An08-A3923      21 33 13.11 -00 49 59.8 RGB 16.91 0.66 0.86  1.57 5175 2.78 -1.48 0.11 < 1.59     
M2       Stet-M2-S435    21 33 13.71 -00 00 13.7 RGB 17.12 0.63 0.83  1.78 5292 2.90 -1.30 0.11 < 1.61     
M2       An08-B6659      21 33 13.72 -00 51 32.3 RGB 17.90 0.63 0.77  2.56 5264 3.29 -1.92 0.12 < 1.82     
M2       An08-B4766      21 33 13.75 -00 52 10.8 RGB 17.09 0.65 0.80  1.75 5236 2.91 -1.60 0.11 < 1.17     
M2       Stet-M2-S436    21 33 13.85 -00 00 06.5 RGB 16.22 0.71 0.88  0.88 5083 2.47 -1.41 0.11 < 1.31     
M2       An08-A5043      21 33 13.91 -00 49 47.1 RGB 18.14 0.61 0.78  2.80 5441 3.38 -1.58 0.11 < 1.37     
M2       An08-B11588     21 33 14.00 -00 50 21.8 RGB 17.37 0.64 0.82  2.03 5224 3.01 -1.58 0.11 < 1.08     
M2       An08-A2026      21 33 14.01 -00 50 21.7 RGB 17.38 0.62 0.81  2.04 5312 3.03 -1.48 0.11 < 1.65     
M2       An08-A10101     21 33 14.28 -00 48 50.5 RGB 17.67 0.60 0.78  2.34 5320 3.18 -1.58 0.11 < 1.75     
M2       An08-A13862     21 33 14.49 -00 48 06.6 RGB 16.90 0.65 0.83  1.56 5162 2.81 -1.58 0.11 < 1.24     
M2       An08-A12324     21 33 14.57 -00 48 24.8 RGB 17.12 0.63 0.80  1.78 5298 2.92 -1.59 0.11 < 1.75     
M2       An08-A2905      21 33 14.58 -00 50 11.8 RGB 16.06 0.68 0.86  0.73 5099 2.43 -1.54 0.11 < 1.08     
M2       An08-A6478      21 33 14.84 -00 49 31.0 RGB 18.47 0.57 0.75  3.13 5571 3.56 -1.55 0.11 < 2.24     
M2       Stet-M2-S443    21 33 15.22 -00 00 41.8 RGB 13.90 1.03 1.13 -1.44 4489 1.26 -1.55 0.11 <-0.41     
M2       Stet-M2-S444    21 33 15.22 -00 00 13.4 RGB 14.87 0.86 1.00 -0.46 4731 1.80 -1.59 0.11 < 0.34     
M2       Stet-M2-S446    21 33 15.24 -00 00 58.8 RGB 16.30 0.69 0.87  0.96 5102 2.52 -1.62 0.11 < 1.13     
M2       An08-B5238      21 33 15.52 -00 52 00.0 RGB 16.70 0.66 0.82  1.36 5101 2.73 -1.68 0.11 < 1.47     
M2       Stet-M2-S776    21 33 15.53 -00 00 19.5 RGB 18.06 0.60 0.78  2.73 5498 3.35 -1.53 0.12 < 2.10     
M2       Stet-M2-S780    21 33 15.81 -00 00 51.9 RGB 16.86 0.65 0.83  1.52 5286 2.79 -1.36 0.11 < 1.85     
M2       Stet-M2-S449    21 33 15.84 -00 00 45.3 RGB 16.49 0.68 0.85  1.15 5174 2.61 -1.59 0.11 < 0.81     
M2       An08-A9807      21 33 15.93 -00 48 54.0 RGB 17.68 0.61 0.76  2.34 5410 3.20 -1.49 0.11 < 2.03     
M2       An08-A929       21 33 15.96 -00 50 35.0 RGB 17.61 0.64 0.77  2.27 5482 3.16 -1.49 0.12 < 2.14     
M2       Stet-M2-S451    21 33 16.16 -00 49 17.6 RGB 16.81 0.64 0.84  1.47 5143 2.76 -1.78 0.11 < 1.12     
M2       An08-A8815      21 33 16.35 -00 49 05.3 RGB 17.49 0.62 0.78  2.15 5236 3.10 -1.60 0.11 < 1.83     
M2       Stet-M2-S453    21 33 16.46 -00 00 32.0 RGB 16.88 0.64 0.83  1.54 5273 2.80 -1.48 0.11 < 1.70     
M2       Stet-M2-S454    21 33 16.55 -00 00 05.4 RGB 14.99 0.83 0.98 -0.35 4804 1.87 -1.59 0.11 < 0.27     
M2       An08-A12953     21 33 16.70 -00 48 17.4 RGB 16.97 0.65 0.83  1.63 5222 2.84 -1.52 0.11 < 1.86     
M2       Stet-M2-S455    21 33 16.74 -00 50 07.8 RGB 15.00 0.86 1.00 -0.34 4770 1.85 -1.57 0.11 < 0.90     
M2       Stet-M2-S457    21 33 16.76 -00 00 03.5 RGB 14.78 0.88 1.01 -0.56 4714 1.75 -1.56 0.11 < 0.60     
M2       An08-B7368      21 33 16.81 -00 51 20.6 RGB 15.87 0.72 0.89  0.53 4992 2.32 -1.67 0.11   1.17 0.13
M2       An08-A8606      21 33 17.12 -00 49 07.8 RGB 17.19 0.63 0.80  1.85 5311 2.95 -1.57 0.11 < 1.54     
M2       An08-A1582      21 33 17.12 -00 50 27.3 RGB 17.08 0.65 0.82  1.74 5224 2.89 -1.58 0.11 < 1.58     
M2       Stet-M2-S458    21 33 17.17 -00 00 26.7 RGB 16.88 0.60 0.79  1.54 5334 2.83 -1.57 0.11 < 1.60     
M2       An08-A6772      21 33 17.20 -00 49 27.8 RGB 18.00 0.61 0.73  2.66 5588 3.37 -1.46 0.11 < 1.68     
M2       Stet-M2-S460    21 33 17.24 -00 00 16.7 RGB 13.29 1.26 1.30 -2.05 4287 0.85 -1.56 0.11 <-0.06     
M2       An08-B9569      21 33 17.26 -00 50 48.6 RGB 18.00 0.65 0.79  2.66 5326 3.31 -1.67 0.11 < 1.44     
M2       An08-A2980      21 33 17.27 -00 50 10.9 RGB 16.20 0.69 0.87  0.86 5064 2.47 -1.72 0.11 < 1.16     
M2       An08-A3209      21 33 17.52 -00 50 08.2 RGB 16.71 0.65 0.84  1.38 5133 2.72 -1.67 0.11 < 1.26     
M2       An08-B12711     21 33 17.53 -00 50 08.3 RGB 16.70 0.62 0.83  1.37 5145 2.72 -1.57 0.11 < 1.73     
M2       An08-B9437      21 33 17.53 -00 50 50.4 RGB 17.53 0.65 0.80  2.19 5353 3.10 -1.56 0.11 < 1.87     
M2       An08-A3309      21 33 17.54 -00 50 07.2 RGB 18.05 0.66 0.81  2.71 5331 3.31 -1.58 0.11 < 1.64     
M2       An08-A185       21 33 17.61 -00 50 44.7 RGB 17.11 0.63 0.81  1.77 5357 2.92 -1.47 0.11 < 1.83     
M2       An08-B9846      21 33 17.61 -00 50 44.8 RGB 17.13 0.60 0.83  1.79 5185 2.90 -1.67 0.11 < 1.43     
M2       An08-A1250      21 33 17.63 -00 50 31.1 RGB 18.41 0.65 0.77  3.07 5516 3.50 -1.30 0.11 < 2.12     
M2       An08-A311       21 33 17.65 -00 50 43.1 RGB 16.75 0.66 0.83  1.41 5194 2.74 -1.59 0.11   1.52 0.15
M2       An08-A19326     21 33 17.72 -00 00 45.0 RGB 17.01 0.66 0.79  1.67 5214 2.88 -1.60 0.11 < 1.19     
M2       Stet-M2-S464    21 33 17.73 -00 49 19.2 RGB 16.72 0.67 0.85  1.38 5203 2.71 -1.57 0.11 < 1.53     
M2       An08-B9507      21 33 17.74 -00 50 49.4 RGB 17.83 0.66 0.79  2.49 5423 3.23 -1.45 0.11 < 2.02     
M2       An08-A14812     21 33 17.81 -00 47 54.5 RGB 16.63 0.65 0.83  1.29 5206 2.69 -1.54 0.11 < 1.27     
M2       Stet-M2-S466    21 33 17.91 -00 48 19.4 RGB 13.74 1.10 1.18 -1.60 4440 1.14 -1.62 0.11 <-0.22     
M2       An08-A5059      21 33 17.92 -00 49 46.9 RGB 17.51 0.64 0.79  2.17 5719 3.10 -1.17 0.11 < 2.08     
M2       An08-A4963      21 33 17.97 -00 49 48.0 RGB 17.59 0.67 0.81  2.25 5291 3.11 -1.65 0.11 < 1.32     
M2       Stet-M2-S467    21 33 18.31 -00 00 34.1 AGB 14.85 0.74 0.92 -0.49 4981 1.89 -1.65 0.11 < 0.61     
M2       An08-A19615     21 33 18.39 -00 00 38.9 RGB 17.45 0.61 0.75  2.11 5282 3.11 -1.71 0.11 < 1.59     
M2       An08-A4723      21 33 18.39 -00 49 50.7 RGB 17.26 0.66 0.79  1.92 5306 2.99 -1.53 0.11 < 1.42     
M2       An08-A9805      21 33 18.46 -00 48 54.0 RGB 17.23 0.62 0.81  1.89 5311 2.96 -1.60 0.11 < 1.69     
M2       An08-A17491     21 33 18.56 -00 00 16.9 RGB 15.73 0.74 0.91  0.39 4943 2.24 -1.69 0.11 < 0.35     
M2       An08-A13267     21 33 18.71 -00 48 13.5 RGB 17.49 0.62 0.78  2.15 5279 3.10 -1.58 0.11 < 2.05     
M2       An08-A1958      21 33 18.71 -00 50 22.7 RGB 15.24 0.75 0.93 -0.10 4903 2.03 -1.55 0.11 < 0.27     
M2       An08-A248       21 33 18.71 -00 50 43.8 RGB 16.73 0.69 0.85  1.39 5148 2.71 -1.57 0.11 < 1.42     
M2       An08-A5329      21 33 18.75 -00 49 43.9 RGB 15.64 0.72 0.90  0.30 4970 2.22 -1.62 0.11 < 1.42     
M2       Stet-M2-S470    21 33 18.90 -00 00 57.7 RGB 14.79 0.86 1.01 -0.55 4725 1.75 -1.59 0.11 < 0.34     
M2       An08-B9940      21 33 18.90 -00 50 43.5 RGB 17.50 0.66 0.81  2.16 5311 3.08 -1.56 0.11 < 1.99     
M2       An08-B7670      21 33 18.97 -00 51 16.0 RGB 17.55 0.63 0.78  2.21 5537 3.12 -1.41 0.11 < 1.83     
M2       An08-A9896      21 33 18.97 -00 48 52.9 RGB 15.80 0.71 0.90  0.47 5005 2.28 -1.57 0.11 < 1.16     
M2       An08-A13701     21 33 18.97 -00 48 08.2 RGB 17.10 0.61 0.77  1.76 5335 2.94 -1.50 0.11   1.56 0.18
M2       Stet-M2-S471    21 33 19.06 -00 00 32.1 RGB 14.03 1.00 1.12 -1.31 4511 1.33 -1.64 0.11 <-0.07     
M2       An08-A9859      21 33 19.09 -00 48 53.4 RGB 17.40 0.66 0.76  2.06 5580 3.08 -1.44 0.13 < 2.65     
M2       An08-A11170     21 33 19.13 -00 48 38.4 RGB 16.80 0.67 0.83  1.46 5215 2.76 -1.65 0.11 < 1.48     
M2       An08-A4617      21 33 19.30 -00 49 51.9 RGB 15.80 0.74 0.91  0.46 4949 2.28 -1.51 0.11 < 0.86     
M2       An08-A14127     21 33 19.39 -00 48 03.1 RGB 16.59 0.66 0.83  1.25 5231 2.68 -1.44 0.11   1.58 0.15
M2       An08-A155       21 33 19.46 -00 50 45.1 RGB 17.17 0.64 0.80  1.83 5247 2.94 -1.61 0.11 < 1.03     
M2       Stet-M2-S473    21 33 19.49 -00 51 02.9 RGB 13.90 1.06 1.16 -1.44 4434 1.23 -1.60 0.11 <-1.00     
M2       An08-A6024      21 33 19.69 -00 49 36.3 RGB 16.29 0.77 0.90  0.95 4823 2.49 -1.36 0.11 < 1.00     
M2       An08-A2752      21 33 20.09 -00 50 13.6 RGB 15.70 0.79 0.94  0.36 4918 2.21 -1.50 0.11 < 1.00     
M2       An08-A4635      21 33 20.13 -00 49 51.7 RGB 17.48 0.84 0.87  2.14 5126 3.01 -1.62 0.11 < 1.62     
M2       Stet-M2-S476    21 33 20.18 -00 51 46.9 AGB 14.85 0.74 0.93 -0.49 4984 1.87 -1.65 0.11 < 0.45     
M2       Stet-M2-S477    21 33 20.22 -00 00 00.5 RGB 16.71 0.65 0.85  1.37 5234 2.71 -1.42 0.11 < 1.29     
M2       An08-A2483      21 33 20.28 -00 50 16.6 RGB 17.65 0.56 0.68  2.31 5553 3.27 -1.62 0.11 < 1.87     
M2       An08-B9178      21 33 20.39 -00 50 54.2 RGB 15.58 0.73 0.91  0.24 4941 2.19 -1.60 0.11 < 1.01     
M2       An08-A21943     21 33 20.52 -00 00 33.3 RGB 17.74 0.54 0.72  2.40 5512 3.27 -1.55 0.11 < 1.94     
M2       An08-B7174      21 33 20.63 -00 51 23.7 RGB 17.56 0.64 0.79  2.22 5385 3.12 -1.50 0.11 < 1.71     
M2       Stet-M2-S1047   21 33 20.69 -00 00 21.1 RGB 18.42 0.58 0.77  3.08 5528 3.51 -1.45 0.12 < 2.38     
M2       An08-A6080      21 33 21.10 -00 49 35.6 RGB 16.74 0.64 0.74  1.40 5257 2.81 -1.64 0.11 < 1.70     
M2       Stet-M2-S482    21 33 21.15 -00 00 36.3 RGB 15.82 0.78 0.92  0.48 5000 2.27 -1.57 0.11 < 1.12     
M2       An08-B6826      21 33 21.19 -00 51 29.5 RGB 17.67 0.63 0.76  2.33 5451 3.20 -1.51 0.11 < 2.16     
M2       An08-A18679     21 33 21.36 -00 00 57.1 RGB 15.32 0.75 0.93 -0.02 4833 2.06 -1.64 0.11 < 1.08     
M2       An08-A9455      21 33 21.61 -00 48 58.2 RGB 16.00 0.69 0.84  0.66 5042 2.42 -1.63 0.11 < 0.97     
M2       An08-A4426      21 33 21.67 -00 49 54.2 RGB 16.32 0.70 0.83  0.98 5246 2.56 -1.46 0.11 < 1.60     
M2       An08-A6441      21 33 21.87 -00 49 31.3 RGB 15.67 0.73 0.89  0.33 4977 2.24 -1.60 0.11 < 1.08     
M2       Stet-M2-S1066   21 33 21.91 -00 00 34.5 RGB 17.93 0.61 0.80  2.59 5424 3.27 -1.57 0.12 < 2.24     
M2       An08-A8291      21 33 21.97 -00 49 11.1 RGB 16.12 0.81 0.93  0.78 5052 2.38 -1.76 0.11 < 0.58     
M2       An08-A7743      21 33 21.99 -00 49 17.0 RGB 17.48 0.64 0.74  2.14 5430 3.14 -1.49 0.11 < 2.21     
M2       An08-A9447      21 33 22.07 -00 48 58.2 RGB 18.03 0.47 0.59  2.69 5909 3.53 -1.95 0.12 < 1.76     
M2       Stet-M2-S486    21 33 22.17 -00 00 24.4 RGB 13.81 1.07 1.16 -1.53 4438 1.19 -1.54 0.11 <-0.21     
M2       Stet-M2-S1070   21 33 22.26 -00 00 16.8 RGB 18.23 0.58 0.77  2.89 5559 3.43 -1.56 0.12 < 1.88     
M2       An08-B13259     21 33 22.27 -00 50 01.7 RGB 16.44 0.76 0.90  1.10 5049 2.55 -1.77 0.11 < 1.36     
M2       An08-A5181      21 33 22.34 -00 49 45.5 RGB 17.94 0.65 0.68  2.60 5798 3.39 -1.22 0.12 < 3.07     
M2       An08-A8555      21 33 22.62 -00 49 08.3 RGB 17.76 0.63 0.72  2.42 5412 3.27 -1.74 0.11 < 1.80     
M2       An08-A13934     21 33 22.79 -00 48 05.6 RGB 17.83 0.60 0.67  2.49 5296 3.36 -1.60 0.11 < 1.03     
M2       Stet-M2-S815    21 33 22.89 -00 00 01.1 RGB 15.41 0.80 0.96  0.07 4843 2.07 -1.70 0.11 < 0.79     
M2       An08-A8069      21 33 22.98 -00 49 13.4 RGB 15.63 0.76 0.95  0.29 5180 2.16 -1.71 0.11 < 1.35     
M2       An08-A6798      21 33 23.02 -00 49 27.6 RGB 17.84 0.57 0.83  2.50 5034 3.20 -1.44 0.11 < 0.98     
M2       An08-A20098     21 33 23.10 -00 00 28.8 RGB 17.53 0.63 0.80  2.19 5328 3.09 -1.60 0.11 < 1.49     
M2       An08-A8044      21 33 23.15 -00 49 13.9 RGB 17.15 0.62 0.79  1.81 5322 2.95 -1.55 0.11 < 1.69     
M2       An08-A5995      21 33 23.17 -00 49 36.6 RGB 16.89 0.66 0.76  1.55 5332 2.86 -1.74 0.11 < 1.72     
M2       An08-A8171      21 33 23.28 -00 49 12.4 RGB 17.74 0.64 0.80  2.40 5509 3.19 -1.59 0.11 < 2.37     
M2       An08-A9281      21 33 23.28 -00 48 59.9 RGB 17.29 0.66 0.75  1.95 5294 3.04 -1.51 0.13 < 2.64     
M2       An08-A1045      21 33 23.33 -00 50 33.7 RGB 16.70 0.69 0.82  1.36 5147 2.72 -1.53 0.11 < 1.61     
M2       An08-B10911     21 33 23.33 -00 50 30.4 RGB 16.32 0.77 0.84  0.98 5021 2.55 -1.64 0.11 < 0.87     
M2       Stet-M2-S494    21 33 23.46 -00 00 23.9 RGB 15.67 0.75 0.93  0.33 4919 2.20 -1.67 0.11   1.02 0.16
M2       An08-A10118     21 33 23.47 -00 48 50.3 RGB 16.80 0.60 0.78  1.46 5250 2.81 -1.85 0.11 < 1.57     
M2       Stet-M2-S1086   21 33 23.49 -00 00 56.7 RGB 18.58 0.52 0.76  3.24 5560 3.59 -1.63 0.15 < 3.41     
M2       An08-A5289      21 33 23.66 -00 00 44.3 RGB 17.21 0.69 0.77  1.87 5423 2.99 -1.65 0.13 < 1.69     
M2       An08-A9064      21 33 23.76 -00 49 02.4 RGB 15.87 0.74 0.87  0.53 4983 2.34 -1.70 0.11 < 1.43     
M2       An08-B3777      21 33 23.82 -00 00 40.4 RGB 17.41 0.65 0.77  2.07 5357 3.08 -1.56 0.11 < 2.06     
M2       An08-A11619     21 33 23.85 -00 48 33.1 RGB 17.97 0.52 0.67  2.63 5742 3.42 -1.96 0.12   2.11 0.21
M2       An08-A23048     21 33 23.88 -00 00 38.0 RGB 16.13 0.72 0.90  0.79 4969 2.42 -1.67 0.11 < 1.25     
M2       An08-A15252     21 33 23.93 -00 47 48.8 RGB 17.66 0.74 0.85  2.32 5213 3.11 -1.74 0.11 < 1.80     
